21304000 473977420 85455940 488134 100 100 1 0 0 -25 18553 3 10
21508000 473977419 85455940 488209 100 100 1 0 0 -70 19623 3 10
21708000 473977419 85455940 488366 100 100 1 -1 0 -75 18252 3 10
21912000 473977419 85455939 488502 100 100 1 -1 -1 -63 21323 3 10
22120000 473977418 85455939 488628 100 100 1 -1 -1 -54 21993 3 10
22324000 473977418 85455939 488730 100 100 1 0 0 -52 13827 3 10
22524000 473977418 85455939 488836 100 100 0 1 0 -41 32444 3 10
22728000 473977418 85455939 488926 100 100 0 3 0 -38 35313 3 10
22936000 473977418 85455939 488999 100 100 0 0 0 -39 10153 3 10
23140000 473977418 85455938 489076 100 100 0 1 1 -34 5698 3 10
23340000 473977418 85455938 489148 100 100 0 0 0 -37 24154 3 10
23544000 473977418 85455938 489215 100 100 0 2 1 -30 1871 3 10
23752000 473977418 85455939 489279 100 100 0 0 1 -31 12517 3 10
23956000 473977418 85455940 489332 100 100 0 -1 0 -29 16335 3 10
24156000 473977418 85455940 489378 100 100 1 -1 -1 -29 23150 3 10
24360000 473977418 85455940 489423 100 100 1 0 2 -22 7641 3 10
24568000 473977418 85455940 489469 100 100 1 -1 -2 -18 23990 3 10
24772000 473977419 85455940 489504 100 100 1 2 1 -14 2439 3 10
24972000 473977419 85455941 489556 100 100 1 2 0 -16 715 3 10
25176000 473977419 85455941 489586 100 100 2 3 -2 -16 32202 3 10
25384000 473977419 85455941 489626 100 100 2 2 0 -17 712 3 10
25588000 473977420 85455941 489660 100 100 2 2 3 -18 4819 3 10
25788000 473977420 85455942 489688 100 100 2 0 2 -10 8537 3 10
25992000 473977421 85455943 489715 100 100 2 0 2 -13 8026 3 10
26200000 473977421 85455943 489757 100 100 1 2 1 -18 3429 3 10
26404000 473977421 85455944 489785 100 100 1 0 3 -17 7620 3 10
26604000 473977421 85455945 489808 100 100 0 1 0 -10 34986 3 10
26808000 473977421 85455944 489836 100 100 0 1 1 -12 4007 3 10
27016000 473977421 85455944 489847 100 100 0 -1 0 -11 16404 3 10
27220000 473977421 85455943 489864 100 100 1 1 -2 -7 29386 3 10
27420000 473977421 85455943 489881 100 100 1 -2 -2 -5 21660 3 10
27624000 473977421 85455943 489909 100 100 1 0 -2 -9 28569 3 10
27832000 473977421 85455942 489927 100 100 2 0 -3 -7 27066 3 10
28036000 473977421 85455941 489946 100 100 1 0 -2 -7 25959 3 10
28236000 473977421 85455941 489950 100 100 1 -1 -1 -3 21076 3 10
28440000 473977421 85455941 489965 100 100 0 2 1 -4 3588 3 10
28648000 473977420 85455941 489980 100 100 0 0 0 -7 29384 3 10
28852000 473977421 85455941 489989 100 100 0 0 0 0 19575 3 10
29052000 473977420 85455941 490012 100 100 0 0 0 -7 17096 3 10
29256000 473977420 85455941 490020 100 100 0 -2 0 -6 19101 3 10
29464000 473977421 85455941 490028 100 100 0 0 1 -2 8110 3 10
29668000 473977420 85455940 490041 100 100 0 -1 -2 -2 23870 3 10
29868000 473977420 85455940 490050 100 100 0 0 1 -6 8577 3 10
30072000 473977420 85455941 490067 100 100 0 0 -1 -6 27976 3 10
30280000 473977420 85455940 490062 100 100 0 1 -1 -7 31887 3 10
30484000 473977420 85455940 490078 100 100 0 0 0 -1 3424 3 10
30684000 473977421 85455940 490093 100 100 0 0 -1 3 25705 3 10
30888000 473977420 85455940 490096 100 100 0 0 0 -2 7671 3 10
31096000 473977420 85455940 490099 100 100 0 0 -2 -4 25507 3 10
31300000 473977420 85455940 490104 100 100 0 0 1 -1 10672 3 10
31504000 473977420 85455940 490113 100 100 0 2 0 -3 1092 3 10
31704000 473977420 85455940 490124 100 100 0 0 0 -1 34145 3 10
31908000 473977420 85455940 490125 100 100 0 -1 3 -1 11124 3 10
32116000 473977420 85455941 490136 100 100 0 1 -1 0 32399 3 10
32316000 473977420 85455941 490130 100 100 0 -1 0 3 17240 3 10
32520000 473977420 85455941 490123 100 100 0 -1 0 -1 18815 3 10
32728000 473977420 85455942 490129 100 100 0 0 0 0 1716 3 10
32927999 473977420 85455942 490138 100 100 0 1 2 0 6448 3 10
33136000 473977421 85455942 490140 100 100 0 0 0 0 3867 3 10
33340000 473977421 85455942 490147 100 100 0 0 2 -2 10554 3 10
33540000 473977421 85455942 490144 100 100 0 0 0 -5 25252 3 10
33748000 473977421 85455942 490150 100 100 0 0 1 -7 7234 3 10
33948000 473977421 85455942 490176 100 100 0 1 0 -3 35736 3 10
34152000 473977421 85455942 490180 100 100 0 0 -2 -1 26866 3 10
34360000 473977421 85455941 490172 100 100 0 0 1 -4 9471 3 10
34560000 473977421 85455941 490157 100 100 0 0 -1 0 29160 3 10
34768000 473977422 85455942 490160 100 100 0 0 0 0 26618 3 10
34972000 473977421 85455941 490168 100 100 0 1 1 0 5033 3 10
35172000 473977421 85455941 490163 100 100 0 0 0 -4 10751 3 10
35380000 473977421 85455941 490160 100 100 0 0 1 3 6020 3 10
35580000 473977422 85455940 490165 100 100 0 0 0 1 15227 3 10
35784000 473977421 85455941 490170 100 100 0 0 -1 1 25995 3 10
35992000 473977422 85455941 490169 100 100 0 0 -3 0 25450 3 10
36192000 473977421 85455940 490158 100 100 0 -1 0 -5 20105 3 10
36400000 473977421 85455940 490154 100 100 0 -2 2 1 13284 3 10
36604000 473977420 85455940 490157 100 100 0 -2 0 0 15892 3 10
36804000 473977421 85455940 490154 100 100 0 0 0 4 13362 3 10
37012000 473977421 85455941 490152 100 100 0 0 0 6 13262 3 10
37212000 473977421 85455941 490150 100 100 0 0 2 -2 8637 3 10
37416000 473977421 85455942 490154 100 100 0 0 0 -3 31084 3 10
37624000 473977421 85455941 490156 100 100 0 0 3 -6 9505 3 10
37824000 473977421 85455941 490164 100 100 0 1 0 -6 33775 3 10
38032000 473977421 85455942 490165 100 100 0 1 0 2 32824 3 10
38236000 473977421 85455941 490157 100 100 0 1 0 -3 31768 3 10
38436000 473977422 85455942 490163 100 100 0 0 0 3 21404 3 10
38644000 473977421 85455942 490168 100 100 0 1 -2 8 29901 3 10
38844000 473977421 85455942 490160 100 100 0 0 0 0 21341 3 10
39048000 473977421 85455942 490157 100 100 0 0 0 -3 12643 3 10
39256000 473977421 85455941 490155 100 100 0 0 1 2 8647 3 10
39456000 473977421 85455941 490158 100 100 0 -1 -1 -1 22335 3 10
39664000 473977421 85455942 490158 100 100 0 1 -1 0 31537 3 10
39868000 473977420 85455941 490163 100 100 0 0 1 0 11877 3 10
40068000 473977420 85455941 490156 100 100 0 0 1 4 9809 3 10
40276000 473977420 85455941 490159 100 100 0 1 0 -5 1827 3 10
40476000 473977420 85455941 490144 100 100 0 0 1 16 7288 3 10
40680000 473977420 85455942 490057 100 100 0 0 0 65 4832 3 10
40888000 473977420 85455941 489897 100 100 0 0 0 79 15211 3 10
41088000 473977419 85455941 489748 100 100 0 1 2 74 6143 3 10
41296000 473977420 85455940 489586 100 100 0 -1 0 74 17397 3 10
41500000 473977419 85455941 489447 100 100 0 -2 1 76 13799 3 10
41700000 473977419 85455941 489291 100 100 0 0 0 75 10380 3 10
41908000 473977419 85455941 489134 100 100 0 -2 0 70 17529 3 10
42108000 473977419 85455941 488983 100 100 0 2 -1 76 32730 3 10
42312000 473977419 85455941 488826 100 100 0 0 -1 72 23566 3 10
42520000 473977419 85455940 488691 100 100 0 1 -1 70 31435 3 10
42720000 473977419 85455940 488552 100 100 0 0 0 68 4436 3 10
42928000 473977419 85455940 488404 100 100 0 0 0 63 32538 3 10
43132000 473977419 85455940 488250 100 100 0 0 0 71 18794 3 10
43332000 473977419 85455941 488110 100 100 0 0 1 65 5915 3 10
43540000 473977419 85455941 488086 100 100 0 -1 0 -2 19930 3 10
43740000 473977419 85455941 488084 100 100 0 1 1 0 4879 3 10
43944000 473977419 85455940 488089 100 100 0 0 0 0 22751 3 10
44152000 473977419 85455940 488090 100 100 0 -1 0 -4 18381 3 10
44352000 473977419 85455940 488092 100 100 0 0 0 1 20257 3 10
44560000 473977419 85455940 488091 100 100 0 0 -1 -1 29334 3 10
44764000 473977419 85455940 488084 100 100 0 1 -1 1 31192 3 10
44964000 473977419 85455941 488084 100 100 0 0 2 -5 8224 3 10
45172000 473977419 85455941 488094 100 100 0 0 1 0 8224 3 10
45372000 473977419 85455940 488090 100 100 0 0 1 4 7304 3 10
45576000 473977419 85455940 488091 100 100 0 0 -1 0 29676 3 10
45784000 473977418 85455940 488092 100 100 0 -2 0 3 20476 3 10
45984000 473977419 85455940 488093 100 100 0 3 0 4 35225 3 10
46192000 473977419 85455940 488090 100 100 0 2 2 0 4569 3 10
46396000 473977419 85455941 488094 100 100 0 0 0 0 3718 3 10
46596000 473977419 85455941 488092 100 100 0 0 0 2 32097 3 10
46804000 473977419 85455940 488092 100 100 0 0 0 5 33257 3 10
47004000 473977418 85455940 488089 100 100 0 0 0 1 5200 3 10
47208000 473977419 85455940 488096 100 100 0 0 -1 0 25593 3 10
47416000 473977419 85455940 488097 100 100 0 -1 0 7 14905 3 10
47616000 473977419 85455940 488098 100 100 0 0 1 0 6231 3 10
47824000 473977419 85455941 488096 100 100 0 -1 0 -4 20556 3 10
48028000 473977419 85455941 488091 100 100 0 0 -1 -7 29660 3 10
48228000 473977418 85455941 488082 100 100 0 -2 -1 0 21330 3 10
48436000 473977419 85455941 488082 100 100 0 -2 -1 1 21360 3 10
48636000 473977419 85455941 488083 100 100 0 1 0 -1 35174 3 10
