88000 473977419 85455939 488090 100 100 0 0 1 -3 9901 3 10
292000 473977420 85455939 488090 100 100 0 0 0 0 29713 3 10
492000 473977420 85455939 488090 100 100 0 0 1 0 9284 3 10
700000 473977420 85455940 488089 100 100 0 0 0 0 16707 3 10
904000 473977420 85455939 488092 100 100 0 0 0 2 11389 3 10
1108000 473977419 85455939 488086 100 100 0 -1 -1 -5 22814 3 10
1312000 473977419 85455938 488091 100 100 0 -1 -1 0 23718 3 10
1516000 473977420 85455939 488091 100 100 0 -1 0 -2 19340 3 10
1720000 473977420 85455939 488090 100 100 0 -1 0 -1 15416 3 10
1924000 473977419 85455939 488095 100 100 0 0 -1 1 25994 3 10
2124000 473977420 85455939 488092 100 100 0 0 0 0 5787 3 10
2328000 473977419 85455939 488088 100 100 0 1 0 1 32767 3 10
2532000 473977420 85455940 488095 100 100 0 -1 2 0 12393 3 10
2736000 473977420 85455939 488092 100 100 0 0 0 -1 6594 3 10
2940000 473977420 85455939 488088 100 100 0 2 0 0 34180 3 10
3144000 473977419 85455940 488088 100 100 0 0 0 2 22487 3 10
3348000 473977419 85455940 488089 100 100 0 0 1 1 10380 3 10
3552000 473977419 85455940 488098 100 100 0 0 -1 1 27650 3 10
3756000 473977419 85455939 488087 100 100 0 0 -1 3 24308 3 10
3960000 473977419 85455939 488094 100 100 0 1 0 4 32700 3 10
4168000 473977419 85455940 488099 100 100 0 0 0 -2 35024 3 10
4368000 473977420 85455940 488093 100 100 0 0 0 3 27449 3 10
4572000 473977420 85455939 488088 100 100 0 -1 0 -4 19581 3 10
4776000 473977420 85455939 488097 100 100 0 0 0 -6 30950 3 10
4980000 473977419 85455939 488088 100 100 0 0 2 -3 7196 3 10
5184000 473977419 85455940 488086 100 100 0 1 0 0 1533 3 10
5388000 473977420 85455940 488081 100 100 0 1 0 -1 32881 3 10
5592000 473977419 85455940 488087 100 100 0 0 1 -1 8629 3 10
5796000 473977419 85455940 488083 100 100 0 0 0 -2 3765 3 10
6004000 473977420 85455939 488087 100 100 0 -1 0 1 18220 3 10
6208000 473977420 85455940 488090 100 100 0 0 0 1 22302 3 10
6412000 473977419 85455939 488097 100 100 0 3 -1 0 33357 3 10
6616000 473977420 85455940 488094 100 100 0 0 1 1 5700 3 10
6820000 473977420 85455940 488093 100 100 0 1 -1 -3 30910 3 10
7024000 473977420 85455939 488094 100 100 0 2 0 -1 34669 3 10
7228000 473977420 85455939 488094 100 100 0 0 0 -2 35583 3 10
7432000 473977419 85455940 488091 100 100 0 -2 0 -2 17358 3 10
7636000 473977419 85455939 488090 100 100 0 -2 0 4 16526 3 10
7840000 473977419 85455939 488097 100 100 0 0 0 4 33208 3 10
8044000 473977419 85455940 488092 100 100 0 0 0 -1 16548 3 10
8244000 473977420 85455939 488088 100 100 0 -1 0 0 15608 3 10
8452000 473977419 85455939 488090 100 100 0 0 0 0 3977 3 10
8652000 473977419 85455940 488096 100 100 0 0 1 0 11378 3 10
8860000 473977419 85455940 488097 100 100 0 0 -2 1 24904 3 10
9060000 473977419 85455940 488088 100 100 0 0 0 1 19063 3 10
9268000 473977420 85455940 488096 100 100 0 0 -2 -1 27783 3 10
9468000 473977420 85455939 488079 100 100 0 0 1 -7 9727 3 10
9676000 473977420 85455940 488083 100 100 0 0 3 0 8566 3 10
9876000 473977420 85455940 488082 100 100 0 -1 0 -1 20678 3 10
10084000 473977420 85455939 488072 100 100 0 0 1 2 7262 3 10
10284000 473977420 85455940 488085 100 100 0 0 0 2 2756 3 10
10492000 473977420 85455940 488091 100 100 0 1 -1 0 31639 3 10
10692000 473977419 85455940 488085 100 100 0 0 0 -1 7943 3 10
10900000 473977419 85455939 488091 100 100 0 0 -1 0 28951 3 10
11100000 473977420 85455939 488102 100 100 0 -1 0 -4 19866 3 10
11308000 473977419 85455939 488099 100 100 0 1 0 0 33933 3 10
11508000 473977419 85455940 488097 100 100 0 -1 0 2 14547 3 10
11716000 473977419 85455939 488103 100 100 0 0 -1 0 27678 3 10
11916000 473977419 85455940 488088 100 100 0 0 0 2 23318 3 10
12124000 473977419 85455940 488087 100 100 0 1 0 3 3501 3 10
12324000 473977419 85455940 488091 100 100 0 0 0 1 10227 3 10
12532000 473977419 85455939 488095 100 100 0 0 0 -3 15913 3 10
12732000 473977420 85455940 488091 100 100 0 0 -1 1 28051 3 10
12940000 473977419 85455940 488089 100 100 0 1 1 -1 4849 3 10
13140000 473977419 85455940 488093 100 100 0 0 1 1 6534 3 10
13348000 473977419 85455940 488092 100 100 0 0 0 0 5138 3 10
13548000 473977419 85455939 488094 100 100 0 1 -1 2 31844 3 10
13756000 473977420 85455939 488087 100 100 0 2 -2 2 31038 3 10
13956000 473977420 85455939 488095 100 100 0 0 0 1 14225 3 10
14164000 473977420 85455939 488092 100 100 0 0 -1 1 28223 3 10
14364000 473977419 85455940 488091 100 100 0 0 0 0 6094 3 10
14572000 473977420 85455940 488089 100 100 0 2 0 0 601 3 10
14772000 473977420 85455939 488093 100 100 0 3 1 -1 2421 3 10
14980000 473977420 85455940 488097 100 100 0 0 -1 2 25345 3 10
15180000 473977420 85455939 488101 100 100 0 1 0 -2 35528 3 10
15388000 473977420 85455939 488091 100 100 0 1 -1 0 31501 3 10
15588000 473977419 85455940 488090 100 100 0 -1 -1 2 21535 3 10
15796000 473977419 85455939 488088 100 100 0 0 3 4 8377 3 10
15996000 473977419 85455939 488091 100 100 0 0 -1 -2 30091 3 10
16200000 473977419 85455940 488086 100 100 0 0 0 1 21759 3 10
16408000 473977419 85455939 488094 100 100 0 0 0 0 27488 3 10
16611999 473977419 85455940 488097 100 100 0 2 -3 1 31194 3 10
16812000 473977419 85455940 488092 100 100 0 0 0 0 31182 3 10
17016000 473977420 85455940 488095 100 100 0 0 0 -3 21263 3 10
17224000 473977420 85455940 488091 100 100 0 -1 0 0 20308 3 10
17428000 473977420 85455940 488092 100 100 0 1 0 0 35096 3 10
17628000 473977420 85455940 488083 100 100 0 0 0 1 5384 3 10
17832000 473977420 85455939 488089 100 100 0 0 0 0 2748 3 10
18040000 473977420 85455939 488085 100 100 0 2 0 2 34623 3 10
18244000 473977419 85455938 488083 100 100 0 1 -2 0 29718 3 10
18444000 473977419 85455939 488085 100 100 0 2 1 0 2351 3 10
18648000 473977420 85455940 488090 100 100 0 -2 0 1 17497 3 10
18856000 473977419 85455939 488099 100 100 0 1 1 2 2833 3 10
19060000 473977420 85455940 488094 100 100 0 0 3 3 8120 3 10
19260000 473977419 85455939 488097 100 100 0 1 0 1 35617 3 10
19464000 473977420 85455939 488087 100 100 0 2 0 2 35932 3 10
19672000 473977419 85455940 488094 100 100 0 0 0 0 29276 3 10
19876000 473977420 85455940 488098 100 100 0 1 0 -3 678 3 10
20076000 473977420 85455939 488099 100 100 0 0 0 -1 6219 3 10
20280000 473977420 85455939 488087 100 100 0 0 0 2 1019 3 10
20488000 473977420 85455940 488092 100 100 0 0 1 0 6783 3 10
20692000 473977419 85455940 488095 100 100 0 1 -1 0 32539 3 10
20892000 473977420 85455940 488096 100 100 0 1 0 -1 32698 3 10
21096000 473977420 85455940 488104 100 100 0 1 1 -7 3754 3 10
